job_title,job_type,position_level,city,experience,skills,job_fields,salary,salary_min,salary_max,unit,avg_salary
trưởng nhóm digital marketing,nhân viên chính thức,quản lý,hồ chí minh,2 - 25 năm,"online, digital marketer, trưởng nhóm digital marketing, digital ô tô, nhân viên digital marketing, social media, chuyên viên digital marketing, chuyên viên digital","marketing, truyền thông, cơ khí, đối ngoại, quảng cáo, tự động hóa, ô tô, tiếp thị",14 tr - 25 tr vnd,14.0,25.0,vnd,19.5
retail associate nhân viên bán hàng,nhân viên chính thức,nhân viên,hồ chí minh,1 - 3 năm,"store manager, operation manager, sales staff, retail manager, retail operation manager, nhân viên bán hàng","nhà hàng, bán sỉ, bán lẻ, kinh doanh, bán hàng, khách sạn",10 tr - 15 tr vnd,10.0,15.0,vnd,12.5
vietjet air nhân viên chăm sóc khách hàng quốc tế,nhân viên chính thức,nhân viên,hồ chí minh,không yêu cầu,"tiếng anh, vietjet air nhân viên chăm sóc khách hàng quốc tế, tân bình, chăm sóc khách hàng",dịch vụ khách hàng,8 tr - 9 tr vnd,8.0,9.0,vnd,8.5
phó giám đốc chi nhánh phụ trách mảng khdn chi nhánh đăk nông gia lai,nhân viên chính thức,phó giám đốc,gia lai,3 - 5 năm,Unknown,ngân hàng,45 tr - 65 tr vnd,45.0,65.0,vnd,55.0
kiến trúc sư triển khai,nhân viên chính thức,nhân viên,hà nội,trên 5 năm,"kiến trúc sư triển khai, cadddesigner, civil engineer, draftsman, họa viên kiến trúc, architect, architectural drafter, nhân viên thiết kế kiến trúc, architectural, site engineer, structural drafter","kiến trúc, nội ngoại thất, xây dựng",15 tr - 21 tr vnd,15.0,21.0,vnd,18.0
chuyên viên tuyển sinh ocean edu quốc oai thu nhập hấp dẫn từ 13 triệu tháng phỏng vấn đi làm ngay,nhân viên chính thức,nhân viên,hà nội,không yêu cầu,"chuyên viên tuyển sinh ocean edu quốc oai thu nhập hấp dẫn từ triệu, tháng phỏng vấn đi làm ngay","kinh doanh, bán hàng, tư vấn, dịch vụ khách hàng",13 tr - 15 tr vnd,13.0,15.0,vnd,14.0
tổng đài chăm sóc khách hàng vietjet air phỏng vấn online trước tết nhận việc sau tết,nhân viên chính thức,nhân viên,hồ chí minh,không yêu cầu, tổng đài chăm sóc khách hàng vietjet air phỏng vấn online trước tếtnhận việc sau tết,"hàng không, dịch vụ khách hàng","7 tr - 7,5 tr vnd",7.0,7.5,vnd,7.25
chuyên viên digital marketing,nhân viên chính thức,nhân viên,hà nội,1 - 3 năm,Unknown,"tiếp thị, marketing",12 tr - 18 tr vnd,12.0,18.0,vnd,15.0
nhân viên kinh doanh thị trường khu vực đăk lăk kon tum gia lai,nhân viên chính thức,nhân viên,kon tum,trên 1 năm,Unknown,"dược phẩm, hóa mỹ phẩm, chăm sóc cá nhân, kinh doanh, bán hàng, hàng gia dụng",12 tr - 20 tr vnd,12.0,20.0,vnd,16.0
kiến trúc sư triển khai 3d,nhân viên chính thức,nhân viên,hà nội,trên 1 năm,"kiến trúc sư nội thất, kiến trúc sư 2d, kiến trúc sư","nghệ thuật, thiết kế, kiến trúc, nội ngoại thất, mỹ thuật",lên đến 30 tr vnd,0.0,30.0,vnd,15.0
nhân viên khai báo hải quan,nhân viên chính thức,nhân viên,hồ chí minh,1 - 2 năm,Unknown,xuất nhập khẩu,9 tr - 12 tr vnd,9.0,12.0,vnd,10.5
116984 production engineer manager manufacturing,nhân viên chính thức,nhân viên,hồ chí minh,5 - 10 năm," production engineer manager manufacturing, kỹ sư sản xuất bo mạch điện tử dạng dẻo fpc, kỹ sư sản xuất, manufacturing engineer","vận hành sản xuất, sản xuất",25 tr - 35 tr vnd,25.0,35.0,vnd,30.0
115196 junior electrical engineer construction,nhân viên chính thức,nhân viên,hồ chí minh,6 - 8 năm,"kỹ sư m&e, kỹ sư giám sát điện, kỹ sư điện, junior electrical engineer construction, m&e engineer, kỹ sư cơ điện công trình","kiến trúc, xây dựng",20 tr - 25 tr vnd,20.0,25.0,vnd,22.5
chuyên viên digital marketing,nhân viên chính thức,nhân viên,hồ chí minh,1 - 2 năm,"marketer, marketing executive, chuyên viên pr marketing, chuyên viên social media, chuyên viên marketing online, nhân viên marketing online, marketing operations officer, online marketing executive, chuyên viên digital marketing, nhân viên marketing, marketing specialist","thẩm mỹ, y tế, chăm sóc sức khỏe, làm đẹp",11 tr - 12 tr vnd,11.0,12.0,vnd,11.5
content editor,nhân viên chính thức,nhân viên,hà nội,1 - 2 năm,"content editor, nhân viên biên tập tin nội bộ, biên tập viên","truyền hình, biên tập, truyền thông, dược phẩm, đối ngoại, quảng cáo, hóa mỹ phẩm, báo chí",8 tr - 12 tr vnd,8.0,12.0,vnd,10.0
nhân viên digital marketing,nhân viên chính thức,nhân viên,hồ chí minh,1 - 5 năm,Unknown,"marketing, chăm sóc cá nhân, kinh doanh, tiếp thị, bán hàng, hàng gia dụng",12 tr - 15 tr vnd,12.0,15.0,vnd,13.5
117492 sales staff nhân viên kinh doanh và hỗ trợ khách hàng it network,nhân viên chính thức,nhân viên,hồ chí minh,5 - 7 năm,"sales executive, nhân viên phòng kinh doanh, chuyên viên kinh doanh, đại diện bán hàng, đại diện kinh doanh, sales engineer, sales dept, telesales, salesman, sales staff nhân viên kinh doanh và hỗ trợ khách hàng it network, nhân viên bán hàng","cntt - phần cứng, mạng, cntt - phần mềm",25 tr - 30 tr vnd,25.0,30.0,vnd,27.5
community specialist,nhân viên chính thức,nhân viên,hà nội,1 - 2 năm,"manager, officier, coordinator, associates accountant, nhân viên mua hàng staff, purchasing staff, staff, supervisor, executive, purchasing, community specialist","tiếp thị, marketing",12 tr - 20 tr vnd,12.0,20.0,vnd,16.0
sales engineer ebraco international hn,nhân viên chính thức,nhân viên,hà nội,2 - 3 năm,"sales engineer ebraco international hn, kỹ sư kinh doanh, kỹ sư bán hàng","kinh doanh, bán hàng",12 tr - 15 tr vnd,12.0,15.0,vnd,13.5
mechanical engineer kỹ sư chế tạo máy móc,nhân viên chính thức,nhân viên,long an,3 - 5 năm,"kỹ sư chế tạo máy, kỹ sư cơ khí chế tạo máy, kỹ sư cơ khí","sửa chữa, cơ khí, bảo trì, tự động hóa, ô tô",18 tr - 25 tr vnd,18.0,25.0,vnd,21.5
chuyên viên tập sự khách hàng cá nhân cn gia lai,nhân viên chính thức,nhân viên,gia lai,không yêu cầu,chuyên viên tập sự khách hàng cá nhân cn. gia lai cnlt.,"bán sỉ, bảo hiểm, bán lẻ, ngân hàng",5 tr - 15 tr vnd,5.0,15.0,vnd,10.0
digital marketing manager,nhân viên chính thức,quản lý,hà nội,1 - 2 năm,"online marketing manager, digital marketing manager","tiếp thị, marketing",25 tr - 35 tr vnd,25.0,35.0,vnd,30.0
quality assurance nhân viên quản lý chất lượng,nhân viên chính thức,nhân viên,hồ chí minh,1 - 2 năm, quality assurance nhân viên quản lý chất lượng,"qc), kinh doanh, bán hàng, dịch vụ khách hàng, quản lý chất lượng (qa",13 tr - 14 tr vnd,13.0,14.0,vnd,13.5
video editor,nhân viên chính thức,nhân viên,hồ chí minh,3 - 7 năm,"da vinci resolve, video editor, food content, adobe premier pro, leader, communication, long form video editing","giải trí, truyền hình, nghệ thuật, biên tập, thiết kế, mỹ thuật, báo chí","1,000 - 1,500 usd",25.0,37.5,usd,31.25
lighting design engineer,nhân viên chính thức,nhân viên,hồ chí minh,1 - 2 năm,"nhân viên phòng khai thác phát triển mẫu, nhân viên cad 3d, họa viên, web designer, lighting design engineer, formwork specialist, trợ lý chế tạo khuôn mẫu, designer, nhân viên thiết kế khuôn mẫu ngành nhựa, exterior, nhân viên thiết kế","điện, xây dựng, điện tử, điện lạnh, điện công nghiệp",7 tr - 10 tr vnd,7.0,10.0,vnd,8.5
retail marketing manager,nhân viên chính thức,quản lý,hồ chí minh,2 - 3 năm,"giám đốc marketing, head of marketing, marketing director, trưởng phòng marketing, makerting manager, makerting director, marketing supervisor, giám sát tiếp thị, retail marketing manager, giám đốc truyền thông & tiếp thị, giám đốc tiếp thị","tiếp thị, marketing, thực phẩm & đồ uống",20 tr - 25 tr vnd,20.0,25.0,vnd,22.5
chuyên viên digital marketing,nhân viên chính thức,nhân viên,hà nội,1 - 2 năm,"marketer, marketing executive, chuyên viên pr marketing, chuyên viên social media, chuyên viên marketing online, nhân viên marketing online, marketing operations officer, online marketing executive, chuyên viên digital marketing, nhân viên marketing, marketing specialist","tiếp thị, marketing, tiếp thị trực tuyến",13 tr - 15 tr vnd,13.0,15.0,vnd,14.0
phó phòng chứng từ khai báo hải quan,nhân viên chính thức,"trưởng nhóm , giám sát",hồ chí minh,2 - 3 năm,"deputy head of office, phó phòng chứng từ khai báo hải quan, chứng từ hải quan","sản xuất, giao nhận, vận chuyển, xuất nhập khẩu, vận hành sản xuất, kho vận",17 tr - 19 tr vnd,17.0,19.0,vnd,18.0
digital marketing,nhân viên chính thức,nhân viên,hà nội,2 - 5 năm,Unknown,"vận hành sản xuất, sản xuất",14 tr - 16 tr vnd,14.0,16.0,vnd,15.0
nhân viên tư vấn qua điện thoại data tiềm năng làm giờ hành chính,nhân viên chính thức,nhân viên,hồ chí minh,lên đến 1 năm,"nhân viên tư vấn bán hàng giày dép thời trang, nhân viên tư vấn kinh doanh khối nhà thuốc, nhân viên kinh doanh và marketing, nhân viên kinh doanh hóa chất hương liệu, nhân viên tư vấn bán hàng rượu, online marketing sales, nhân viên bán lẻ, hotel restaurant cafe sales, nhân viên kinh doanh phụ tùng quản lý đại lý, nhân viên kinh doanh xử lý môi trường, nhân viên tư vấn qua điện thoại data tiềm năng làm giờ hành chính","kinh doanh, bán hàng, tư vấn, dịch vụ khách hàng","8,5 tr - 11,6 tr vnd",8.5,11.6,vnd,10.05
graphic design kiêm video editor,nhân viên chính thức,nhân viên,hà nội,1 - 2 năm,"graphic designer, nhân viên thiết kế, editor","truyền hình, marketing, biên tập, nghệ thuật, thiết kế, mỹ thuật, tiếp thị, báo chí",8 tr - 10 tr vnd,8.0,10.0,vnd,9.0
gia lai chuyên viên kinh doanh,nhân viên chính thức,nhân viên,gia lai,1 - 2 năm,"đại diện kinh doanh thương mại, chuyên viên kinh doanh dự án, nhân viên kinh doanh phụ trách dự án, nhân viên điều phối khách hàng, accounts officer, sales in agricultural product, chuyên viên kinh doanh thiết bị nhiệt, account representative, network solution account manager, boutique sales associate, gia lai chuyên viên kinh doanh bb chuyển phát nhanh","kinh doanh, bưu chính viễn thông, bán hàng, xuất nhập khẩu",10 tr - 20 tr vnd,10.0,20.0,vnd,15.0
116994 quality control assistant manager staff manufacturing,nhân viên chính thức,"trưởng nhóm , giám sát",hồ chí minh,trên 3 năm," quality control assistant manager, assistant director, staff manufacturing, trợ lý giám đốc","vận hành sản xuất, sản xuất",18 tr - 23 tr vnd,18.0,23.0,vnd,20.5
engineering manager,nhân viên chính thức,quản lý,hồ chí minh,8 - 10 năm,"manager, engineering manager, officier, coordinator, nhân viên mua hàng staff, associates accountant, purchasing staff, staff, supervisor, executive, purchasing, specialist","y tế, dược phẩm, thẩm mỹ, hóa mỹ phẩm, làm đẹp, chăm sóc sức khỏe, cntt - phần mềm",60 tr - 80 tr vnd,60.0,80.0,vnd,70.0
general affairs intern tts hành chính tổng hợp,thực tập,"sinh viên, thực tập sinh",hồ chí minh,không yêu cầu,Unknown,"giao nhận, vận chuyển, xuất nhập khẩu, nhân sự, kho vận",2 tr - 3 tr vnd,2.0,3.0,vnd,2.5
captain,nhân viên chính thức,nhân viên,hồ chí minh,1 - 5 năm,"food and beverage captain, nhân viên phục vụ bàn, phục vụ bàn, pha chế và phục vụ quán, nhân viên phục vụ tiệc cưới, nhân viên phục vụ nhà hàng cao cấp, nhân viên phục vụ nhà hàng hải sản, restaurant captain, nhân viên phục vụ","khách sạn, du lịch, nhà hàng","8 tr - 9,5 tr vnd",8.0,9.5,vnd,8.75
vietjet air tổng đài viên chăm sóc khách hàng,nhân viên chính thức,nhân viên,hồ chí minh,không yêu cầu,"tân bình, vietjet air tổng đài viên chăm sóc khách hàng line tiếng anh",dịch vụ khách hàng,8 tr - 9 tr vnd,8.0,9.0,vnd,8.5
video editor,nhân viên chính thức,nhân viên,hà nội,lên đến 1 năm,"video editor, social media marketing specialist, social media, social media staff, editor","nghệ thuật, truyền thông, marketing, thiết kế, đối ngoại, quảng cáo, mỹ thuật, tiếp thị",10 tr - 15 tr vnd,10.0,15.0,vnd,12.5
nhân viên triển khai bản vẽ 2d full – time,nhân viên chính thức,nhân viên,thừa thiên huế,không yêu cầu,Unknown,"nghệ thuật, bất động sản, thiết kế, kiến trúc, mỹ thuật","trên 5,5 tr vnd",5.5,0.0,vnd,2.75
nhân viên kinh doanh khách đoàn du lịch nội địa lữ hành saigontourist buôn ma thuột,nhân viên chính thức,nhân viên,đắk lắk,1 - 2 năm,"sales executive, chuyên viên kinh doanh, đại diện bán hàng, đại diện kinh doanh, sales engineer, sales dept, telesales, salesman, nhân viên bán hàng","kinh doanh, bán hàng",5 tr - 7 tr vnd,5.0,7.0,vnd,6.0
back end developer,nhân viên chính thức,nhân viên,hồ chí minh,2 - 3 năm,lập trình,cntt - phần mềm,15 tr - 25 tr vnd,15.0,25.0,vnd,20.0
ai engineer,nhân viên chính thức,nhân viên,hồ chí minh,3 - 4 năm,Unknown,cntt - phần mềm,15 tr - 25 tr vnd,15.0,25.0,vnd,20.0
nhân viên kinh doanh phát triển thị trường khu vực đồng nai lương cứng 10 15tr hoa hồng,nhân viên chính thức,nhân viên,đồng nai,2 - 5 năm,"sales executive, nhân viên phòng kinh doanh, nhân viên kinh doanh phát triển thị trường khu vực đồng nai. lương cứng tr + hoa hồng, chuyên viên kinh doanh, đại diện bán hàng, đại diện kinh doanh, sales engineer, sales dept, telesales, salesman, nhân viên bán hàng","kinh doanh, bán hàng",15 tr - 35 tr vnd,15.0,35.0,vnd,25.0
data entry operator,nhân viên chính thức,nhân viên,hà nội,không yêu cầu,"nhân viên nhập liệu tại nhà, nhân viên nhập liệu, nhân viên nhập liệu đánh máy tại nhà, data entry operator, nhân viên đánh máy","cntt - phần cứng, mạng, cntt - phần mềm",10 tr - 15 tr vnd,10.0,15.0,vnd,12.5
nhân viên it,nhân viên chính thức,nhân viên,long an,1 - 2 năm,"it engineer, it administrator, it supervisor, it executive, it staff, it support, it officer, nhân viên tin học, it helpdesk, it specialist, nhân viên it làm việc tại hoà khánh tây đức hoà long an","cntt - phần cứng, mạng, cntt - phần mềm",9 tr - 12 tr vnd,9.0,12.0,vnd,10.5
quality assurance,nhân viên chính thức,nhân viên,bà rịa  vũng tàu,3 - 5 năm,Unknown,"dệt may, da giày, thời trang, qc), vận hành sản xuất, sản xuất, quản lý chất lượng (qa",16 tr - 17 tr vnd,16.0,17.0,vnd,16.5
sale engineer hải dương hải phòng,nhân viên chính thức,nhân viên,hải dương,lên đến 2 năm,"tư vấn kinh doanh, đại diện bán hàng, đại diện kinh doanh, tư vấn bán hàng, sale engineer nhân viên bán hàng kỹ thuật hải dương hải phòng, sales representative, nvkd, nhân viên kinh doanh, salesman, bán hàng","cơ khí, bán sỉ, bán lẻ, tự động hóa, kinh doanh, ô tô, bán hàng",11 tr - 20 tr vnd,11.0,20.0,vnd,15.5
digital marketing leader,nhân viên chính thức,"trưởng nhóm , giám sát",hồ chí minh,2 - 5 năm,Unknown,"tiếp thị, marketing",11 tr - 14 tr vnd,11.0,14.0,vnd,12.5
chuyên viên digital marketing,nhân viên chính thức,nhân viên,hồ chí minh,1 - 2 năm,"marketer, marketing executive, chuyên viên pr marketing, chuyên viên social media, chuyên viên marketing online, nhân viên marketing online, marketing operations officer, online marketing executive, chuyên viên digital marketing, nhân viên marketing, marketing specialist","marketing, truyền thông, đối ngoại, quảng cáo, tiếp thị trực tuyến, tiếp thị",10 tr - 12 tr vnd,10.0,12.0,vnd,11.0
nhân viên triển khai dự án,nhân viên chính thức,nhân viên,hồ chí minh,trên 2 năm,Unknown,"điện, sửa chữa, bảo trì, mạng, điện tử, điện lạnh, điện công nghiệp, cntt - phần cứng",10 tr - 18 tr vnd,10.0,18.0,vnd,14.0
building maintenance technician nhân viên bảo trì toà nhà nhân viên kỹ thuật,nhân viên chính thức,nhân viên,hồ chí minh,1 - 2 năm,Unknown,"điện, sửa chữa, bảo trì, điện tử, điện lạnh, điện công nghiệp",trên 9 tr vnd,9.0,0.0,vnd,4.5
academics affairs,nhân viên chính thức,nhân viên,hồ chí minh,2 - 3 năm,Unknown,"giáo dục, đào tạo",8 tr - 12 tr vnd,8.0,12.0,vnd,10.0
nhân viên digital designer,nhân viên chính thức,nhân viên,hồ chí minh,trên 2 năm,"chuyên viên thiết kế, graphic designer","marketing, nghệ thuật, thiết kế, mỹ thuật, tiếp thị",10 tr - 12 tr vnd,10.0,12.0,vnd,11.0
nhân viên it,nhân viên chính thức,nhân viên,đồng nai,lên đến 1 năm,Unknown,"cntt - phần cứng, mạng, cntt - phần mềm",8 tr - 10 tr vnd,8.0,10.0,vnd,9.0
tổng đài chăm sóc khách hàng hãng hàng không vietjet air không yêu cầu kinh nghiệm,nhân viên chính thức,nhân viên,hồ chí minh,không yêu cầu, tổng đài chăm sóc khách hàng hãng hàng không vietjet air không yêu cầu kinh nghiệm,"hàng không, dịch vụ khách hàng",7 tr - 8 tr vnd,7.0,8.0,vnd,7.5
nhân viên khai thác hàng hóa,nhân viên chính thức,nhân viên,hà nội,1 - 2 năm,Unknown,"vật tư, thu mua, xuất nhập khẩu, qc), quản lý chất lượng (qa",9 tr - 12 tr vnd,9.0,12.0,vnd,10.5
nhân viên admin kho đồng nai,nhân viên chính thức,nhân viên,đồng nai,1 - 2 năm,Unknown,"kế toán, kiểm toán, giao nhận, vận chuyển, kho vận",9 tr - 10 tr vnd,9.0,10.0,vnd,9.5
brand digital lead,nhân viên chính thức,"trưởng nhóm , giám sát",hồ chí minh,trên 3 năm,"online, social media","marketing, bán sỉ, tiếp thị trực tuyến, bán lẻ, tiếp thị",trên 15 tr vnd,15.0,0.0,vnd,7.5
triển khai kỹ thuật shop drawing,nhân viên chính thức,nhân viên,hà nội,2 - 3 năm,Unknown,"nội ngoại thất, xây dựng",14 tr - 18 tr vnd,14.0,18.0,vnd,16.0
đồng nai thư ký kỹ thuật,nhân viên chính thức,nhân viên,đồng nai,1 - 2 năm,"secretary, clerk, trợ lý, đồng nai thư ký kỹ thuật","thư ký, cơ khí, hành chính, tự động hóa, ô tô, vận hành sản xuất, sản xuất",10 tr - 15 tr vnd,10.0,15.0,vnd,12.5
chuyên viên it chi nhánh hà nội,nhân viên chính thức,nhân viên,hà nội,2 - 3 năm,"nhân viên it, it engineer, chuyên viên it chi nhánh hà nội, it supervisor, it executive, it staff, it support, nhân viên tin học, it helpdesk, it specialist, it officer","thực phẩm & đồ uống, mạng, bán sỉ, bán lẻ, cntt - phần cứng",13 tr - 17 tr vnd,13.0,17.0,vnd,15.0
lead nlp cv engineer,nhân viên chính thức,"trưởng nhóm , giám sát",hà nội,không yêu cầu,"lead nlp, cv engineer",cntt - phần mềm,lên đến 50 tr vnd,0.0,50.0,vnd,25.0
tổng đài chăm sóc khách hàng vietjet air không yêu cầu kinh nghiệm,nhân viên chính thức,nhân viên,hồ chí minh,chưa có kinh nghiệm," tổng đài chăm sóc khách hàng vietjet air không yêu cầu kinh nghiệm, customer services, khách hàng, cskh","hàng không, dịch vụ khách hàng",7 tr - 8 tr vnd,7.0,8.0,vnd,7.5
chuyên viên quay dựng video editor,nhân viên chính thức,nhân viên,hà nội,1 - 2 năm,Unknown,"truyền hình, truyền thông, biên tập, đối ngoại, quảng cáo, báo chí",12 tr - 18 tr vnd,12.0,18.0,vnd,15.0
chuyên viên it,nhân viên chính thức,"trưởng nhóm , giám sát",hà nội,3 - 5 năm,"nhân viên it, it engineer, it supervisor, it executive, it staff, chuyên viên it, it support, nhân viên tin học, it helpdesk, it specialist, it officer","vận hành sản xuất, sản xuất",13 tr - 18 tr vnd,13.0,18.0,vnd,15.5
process and quality control engineer,nhân viên chính thức,nhân viên,long an,2 - 3 năm,"process and quality control engineer, quality controler, qa, chuyên viên quản lý chất lượng, qc, chuyên viên qa, quality assurance engineer, nhân viên quản lý chất lượng, qc staff","hóa học, cơ khí, xây dựng, tự động hóa, ô tô",10 tr - 12 tr vnd,10.0,12.0,vnd,11.0
digital marketing junior,nhân viên chính thức,nhân viên,hà nội,không yêu cầu,"online, digital marketing junior, social media","tiếp thị, marketing, bất động sản",8 tr - 12 tr vnd,8.0,12.0,vnd,10.0
nhân viên thiết kế revit 3d môi trường,nhân viên chính thức,nhân viên,bắc ninh,không yêu cầu,"chuyên viên thiết kế, nhân viên thiết kế revit d môi trường, designer","thiết kế, nghệ thuật, mỹ thuật",10 tr - 14 tr vnd,10.0,14.0,vnd,12.0
nhân viên editor,nhân viên chính thức,nhân viên,hà nội,trên 1 năm,"biên tập viên, nhân viên editor, nhân viên biên tập tin nội bộ","giải trí, truyền hình, biên tập, truyền thông, đối ngoại, quảng cáo, báo chí",8 tr - 10 tr vnd,8.0,10.0,vnd,9.0
chuyên viên dựng phim video editor,nhân viên chính thức,nhân viên,hồ chí minh,1 - 2 năm,"chuyên viên dựng phim, video editor, nhân viên biên tập tin nội bộ, biên tập viên","thực phẩm & đồ uống, bán sỉ, bán lẻ, kinh doanh, bán hàng",20 tr - 25 tr vnd,20.0,25.0,vnd,22.5
data engineer,nhân viên chính thức,nhân viên,hà nội,không yêu cầu,data engineer,"cntt - phần cứng, mạng, cntt - phần mềm",lên đến 50 tr vnd,0.0,50.0,vnd,25.0
media trainee,thực tập,"sinh viên, thực tập sinh",hồ chí minh,không yêu cầu,"social media executive, media trainee, junior media executive","giải trí, marketing, truyền thông, đối ngoại, quảng cáo, tiếp thị",4 tr - 5 tr vnd,4.0,5.0,vnd,4.5
collections initiatives expert,nhân viên chính thức,nhân viên,hồ chí minh,3 - 4 năm,Unknown,"đầu tư, tài chính, ngân hàng","lên đến 1,800 usd",0.0,45.0,usd,22.5
chuyên viên tư vấn giáo dục ocean edu xuân mai lương từ 13 triệu tháng,nhân viên chính thức,nhân viên,hà nội,lên đến 1 năm,"chuyên viên tư vấn giáo dục ocean edu xuân mai lương từ triệu, tháng","kinh doanh, giáo dục, bán hàng, dịch vụ khách hàng, đào tạo",13 tr - 15 tr vnd,13.0,15.0,vnd,14.0
civil engineer,nhân viên chính thức,nhân viên,bà rịa  vũng tàu,3 - 5 năm,"c&s engineer, kỹ sư công trình, kỹ sư xây dựng, civil engineer work at phu my ba ria vung tau, construction engineer, site engineer","nghệ thuật, thiết kế, kiến trúc, xây dựng, mỹ thuật",18 tr - 20 tr vnd,18.0,20.0,vnd,19.0
digital marketing leader,nhân viên chính thức,"trưởng nhóm , giám sát",hồ chí minh,2 - 3 năm,"giám đốc marketing, head of marketing and communication, makerting director, marketing supervisor, giám sát tiếp thị, giám đốc truyền thông & tiếp thị, giám đốc tiếp thị","hóa mỹ phẩm, tiếp thị, marketing, dược phẩm",20 tr - 40 tr vnd,20.0,40.0,vnd,30.0
backend developer supervisor,nhân viên chính thức,nhân viên,hà nội,3 - 10 năm,", manager, officier, coordinator, associates accountant, nhân viên mua hàng staff, purchasing staff, staff, specialist, executive, purchasing","giáo dục, đào tạo, cntt - phần mềm",28 tr - 40 tr vnd,28.0,40.0,vnd,34.0
product developer,nhân viên chính thức,nhân viên,hồ chí minh,1 - 5 năm,"merchandiser, product developer","dệt may, vật tư, da giày, biên phiên dịch, thu mua, thời trang",11 tr - 15 tr vnd,11.0,15.0,vnd,13.0
trưởng nhóm nhân viên triển khai bản vẽ,nhân viên chính thức,nhân viên,hà nội,1 - 3 năm,"terumo việt nam, hetc, seoul semiconductor","vật tư, cơ khí, xây dựng, thu mua, tự động hóa, ô tô",700 - 900 usd,17.5,22.5,usd,20.0
nhân viên digital marketing,nhân viên chính thức,nhân viên,hồ chí minh,1 - 5 năm,"marketer, marketing executive, chuyên viên pr marketing, chuyên viên social media, chuyên viên marketing online, nhân viên marketing online, nhân viên digital marketing, marketing operations officer, online marketing executive, nhân viên marketing, marketing specialist","marketing, truyền thông, bất động sản, đối ngoại, quảng cáo, tiếp thị",9 tr - 15 tr vnd,9.0,15.0,vnd,12.0
kỹ sư hóa chemical engineer,nhân viên chính thức,nhân viên,bình dương,không yêu cầu,"kỹ sư hóa học, kỹ sư hóa chất, kỹ sư hóa, kỹ sư hóa thực phẩm, chemical engineer","dầu khí, hóa học",9 tr - 15 tr vnd,9.0,15.0,vnd,12.0
116134 mechanical engineer water treatment,nhân viên chính thức,"trưởng nhóm , giám sát",bình dương,4 - 7 năm,"kỹ sư cơ giới, mechanical engineer assistant manager waste water treatment, kỹ sư cơ khí, kỹ sư cơ khí ô tô động lực","cơ khí, tự động hóa, ô tô, vận hành sản xuất, sản xuất",23 tr - 35 tr vnd,23.0,35.0,vnd,29.0
nhân viên quay dựng video video editor,nhân viên chính thức,nhân viên,hà nội,trên 2 năm,Unknown,"truyền hình, marketing, biên tập, nghệ thuật, thiết kế, mỹ thuật, tiếp thị, báo chí",12 tr - 17 tr vnd,12.0,17.0,vnd,14.5
hcm senior digital marketing executive,nhân viên chính thức,nhân viên,hồ chí minh,2 - 3 năm,Unknown,"tiếp thị, marketing, tiếp thị trực tuyến",20 tr - 25 tr vnd,20.0,25.0,vnd,22.5
backend developer,nhân viên chính thức,nhân viên,hà nội,3 - 10 năm,Unknown,cntt - phần mềm,18 tr - 27 tr vnd,18.0,27.0,vnd,22.5
retail sales supervisor,nhân viên chính thức,"trưởng nhóm , giám sát",hồ chí minh,trên 5 năm,"sales executive, area sales executive, retail sales supervisor","kinh doanh, bán hàng",15 tr - 20 tr vnd,15.0,20.0,vnd,17.5
digital marketing,nhân viên chính thức,nhân viên,hà nội,1 - 3 năm,"online, digital marketing, social media","kinh doanh, chăm sóc cá nhân, bán hàng, hàng gia dụng",10 tr - 15 tr vnd,10.0,15.0,vnd,12.5
chuyên viên digital marketing,nhân viên chính thức,nhân viên,hà nội,trên 3 năm,"marketer, marketing executive, chuyên viên pr marketing, chuyên viên social media, chuyên viên marketing online, nhân viên marketing online, marketing operations officer, online marketing executive, chuyên viên digital marketing, nhân viên marketing, marketing specialist","tiếp thị, marketing, tiếp thị trực tuyến",11 tr - 13 tr vnd,11.0,13.0,vnd,12.0
nhân viên digital marketing,nhân viên chính thức,nhân viên,hồ chí minh,trên 1 năm,"marketer, marketing executive, chuyên viên pr marketing, chuyên viên social media, chuyên viên marketing online, nhân viên marketing online, nhân viên digital marketing, marketing operations officer, online marketing executive, nhân viên marketing, marketing specialist","marketing, truyền thông, đối ngoại, quảng cáo, tiếp thị trực tuyến, tiếp thị",12 tr - 15 tr vnd,12.0,15.0,vnd,13.5
trưởng nhóm digital marketing,nhân viên chính thức,"trưởng nhóm , giám sát",hà nội,3 - 5 năm,"online, social media, trưởng nhóm digital marketing","tiếp thị, marketing",17 tr - 20 tr vnd,17.0,20.0,vnd,18.5
campaign executive,nhân viên chính thức,nhân viên,hồ chí minh,trên 1 năm,"campaign executive, e commerce, campaign, campaign specialist, campaign planner","marketing, tiếp thị trực tuyến, kinh doanh, tiếp thị, bán hàng",10 tr - 15 tr vnd,10.0,15.0,vnd,12.5
digital marketing,nhân viên chính thức,"trưởng nhóm , giám sát",hồ chí minh,3 - 5 năm,"online, ecommerce, marketing, digital marketing executive, digital marketing, fmcg, social media, digital marketing specialist","thương mại điện tử, tiếp thị, marketing, tiếp thị trực tuyến",trên 30 tr vnd,30.0,0.0,vnd,15.0
