job_title,job_type,position_level,city,experience,skills,job_fields,salary,salary_min,salary_max,unit,avg_salary
intern it helpdesk,part-time,"mới tốt nghiệp, thực tập sinh",hà nội,không yêu cầu,"it helpdesk, điện thoại, phần cứng máy tính, it support","it phần cứng, it phần mềm, chăm sóc khách hàng",2 - 3 triệu vnđ,2.0,3.0,vnd,2.5
general affairs intern,full-time,"mới tốt nghiệp, thực tập sinh",hồ chí minh,không yêu cầu,"hành chính văn phòng, quản trị nhân sự (hr)","hành chính, văn phòng, nhân sự",từ 3 triệu vnđ,3.0,0.0,vnd,1.5
chuyên viên cắt ghép hiệu ứng clip video editor,full-time,"nhân viên, chuyên viên",hồ chí minh,trên 1 năm,"dệt may, quản trị thương hiệu (branding), dựng phim, quản lý điều hành, hiệu ứng video","truyền thông, chế biến, sản xuất, dệt may, truyền hình, thiết kế, báo chí, pr, quảng cáo, quản lý, da giày, lắp ráp",10 - 14 triệu vnđ,10.0,14.0,vnd,12.0
nhân viên quản trị website,full-time,"nhân viên, chuyên viên",hồ chí minh,không yêu cầu,Unknown,Unknown,8 - 12 triệu vnđ,8.0,12.0,vnd,10.0
digital marketing specialist nhân viên digital marketing,full-time,"nhân viên, chuyên viên",điện biên,trên 1 năm,"quản trị thương hiệu (branding), nội dung, digital marketing","truyền thông, quảng cáo, pr, marketing",8 - 15 triệu vnđ,8.0,15.0,vnd,11.5
kỹ sư it phần mềm,full-time,"nhân viên, chuyên viên",bắc ninh,1 - 3 năm,triển khai phần mềm,it phần mềm,10 - 20 triệu vnđ,10.0,20.0,vnd,15.0
nhân viên media video editor full time,full-time,"nhân viên, chuyên viên",hà nội,1 - 2 năm,"dựng phim, adobe after effect, hiệu ứng video","truyền hình, thiết kế, báo chí",9 - 12 triệu vnđ,9.0,12.0,vnd,10.5
sales engineer tiếng nhật,full-time,"nhân viên, chuyên viên",bình dương,1 - 5 năm,"cơ điện, cơ khí, tư vấn bán hàng, tự động hóa","kinh doanh, bán hàng, cơ khí, ô tô, tự động hóa",20 - 35 triệu vnđ,20.0,35.0,vnd,27.5
nhân viên media editor,full-time,"nhân viên, chuyên viên",hồ chí minh,trên 2 năm,"dựng phim, hiệu ứng video, thiết kế 2d","truyền thông, chăm sóc khách hàng, marketing, truyền hình, báo chí, quảng cáo, pr, thiết kế",10 - 12 triệu vnđ,10.0,12.0,vnd,11.0
chuyên viên it,full-time,"nhân viên, chuyên viên",hạ long,trên 2 năm,"quản trị mạng, it support",it phần cứng,12 - 14 triệu vnđ,12.0,14.0,vnd,13.0
nhân viên triển khai 2d nội thất,full-time,"nhân viên, chuyên viên",hồ chí minh,trên 1 năm,"thiết kế nội thất, thiết kế 2d","thiết kế, nội thất, kiến trúc",7 - 9 triệu vnđ,7.0,9.0,vnd,8.0
fresher junior process quality assurance,full-time,"nhân viên, chuyên viên",hồ chí minh,không yêu cầu,"test, qa, qc), quản lý chất lượng (qa, quản lý dự án (it)","it phần mềm, lắp ráp, chế biến, sản xuất",9 - 17 triệu vnđ,9.0,17.0,vnd,13.0
nhân viên it,full-time,"nhân viên, chuyên viên",bình dương,1 - 2 năm,"quản trị mạng, quản trị hệ thống, it support","it phần cứng, it phần mềm",10 - 13 triệu vnđ,10.0,13.0,vnd,11.5
nhân viên hỗ trợ thanh toán địa bàn đồng nai,full-time,"nhân viên, chuyên viên",đồng nai,không yêu cầu,"giao nhận hàng, phát triển thị trường, xử lý nợ","ngân hàng, lao động phổ thông, kinh doanh, tài chính, bán hàng",15 - 25 triệu vnđ,15.0,25.0,vnd,20.0
nhân viên kinh doanh tại đồng nai,full-time,"nhân viên, chuyên viên",biên hòa,trên 0.5 năm,"tư vấn bán hàng, chăm sóc khách hàng","ngân hàng, chăm sóc khách hàng, kinh doanh, tài chính, bán hàng",7 - 20 triệu vnđ,7.0,20.0,vnd,13.5
senior content writer,full-time,"nhân viên, chuyên viên",hồ chí minh,2 - 3 năm,"nội dung, seo",marketing,16 - 20 triệu vnđ,16.0,20.0,vnd,18.0
senior backend developer,full-time,"nhân viên, chuyên viên",hồ chí minh,không yêu cầu,"sql, java, full stack, backend",it phần mềm,30 - 50 triệu vnđ,30.0,50.0,vnd,40.0
hiệp phước nhơn trạch đồng nai nhân viên hỗ trợ thanh toán tại địa bàn,full-time,"nhân viên, chuyên viên",đồng nai,không yêu cầu,"quan hệ khách hàng, giao hàng(shipper), xử lý nợ","ngân hàng, lao động phổ thông, kinh doanh, tài chính, bán hàng",15 - 25 triệu vnđ,15.0,25.0,vnd,20.0
việc làm ue5 developer,full-time,"nhân viên, chuyên viên",hà nội,1 - 2 năm,tư vấn bán hàng,"chăm sóc khách hàng, kinh doanh, thiết kế, bán hàng, it phần mềm",từ 12 triệu vnđ,12.0,0.0,vnd,6.0
sales engineer kỹ sư bán hàng,full-time,"nhân viên, chuyên viên",vĩnh phúc,không yêu cầu,"kỹ sư bán hàng (sale engineer), tư vấn bán hàng, digital marketing","bán hàng, kinh doanh, chăm sóc khách hàng, marketing",11 - 22 triệu vnđ,11.0,22.0,vnd,16.5
digital marketing executive,full-time,"nhân viên, chuyên viên",hồ chí minh,dưới 1 năm,"google ads(adwords), facebook ads, digital marketing",marketing,7 - 15 triệu vnđ,7.0,15.0,vnd,11.0
đồng nai xuân lộc nhân viên hỗ trợ thanh toán tại địa bàn,full-time,"nhân viên, chuyên viên",đồng nai,không yêu cầu,"quan hệ khách hàng, giao hàng(shipper), xử lý nợ","ngân hàng, lao động phổ thông, kinh doanh, tài chính, bán hàng",15 - 25 triệu vnđ,15.0,25.0,vnd,20.0
fullstack developer,full-time,"nhân viên, chuyên viên",hà nội,không yêu cầu,"python, nodejs, java, full stack, backend",it phần mềm,từ 31 triệu vnđ,31.0,0.0,vnd,15.5
nhân viên it,full-time,"nhân viên, chuyên viên",đà nẵng,trên 3 năm,"quản trị mạng, it support",it phần cứng,7 - 12 triệu vnđ,7.0,12.0,vnd,9.5
gia sư luyện thi chứng chỉ it passport online part time,part-time,"nhân viên, chuyên viên",toàn quốc,không yêu cầu,"trợ giảng, giảng viên","đào tạo, giáo dục, it phần mềm",7 - 12 triệu vnđ,7.0,12.0,vnd,9.5
retail manager,full-time,"nhân viên, chuyên viên",hồ chí minh,trên 5 năm,"giám sát bán hàng, bán lẻ","bán sỉ, kinh doanh, bán hàng, cửa hàng, bán lẻ",22 - 34 triệu vnđ,22.0,34.0,vnd,28.0
sales engineer nhân viên kinh doanh thiết bị cntt,full-time,"nhân viên, chuyên viên",hà nội,2 - 3 năm,"kỹ sư bán hàng (sale engineer), tư vấn bán hàng, chăm sóc khách hàng","bán hàng, chăm sóc khách hàng, kinh doanh",15 - 30 triệu vnđ,15.0,30.0,vnd,22.5
tech lead engineer,full-time,"nhân viên, chuyên viên",hồ chí minh,trên 5 năm,Unknown,Unknown,22 - 57 triệu vnđ,22.0,57.0,vnd,39.5
nhân viên editor designer,full-time,"nhân viên, chuyên viên",hồ chí minh,trên 1 năm,"dựng phim, adobe after effect, hiệu ứng video, adobe photoshop","truyền hình, thiết kế, báo chí",8 - 10 triệu vnđ,8.0,10.0,vnd,9.0
nhân viên khai báo hải quan,full-time,"nhân viên, chuyên viên",hà nội,trên 1 năm,"thương mại quốc tế, vận hành sản xuất, chứng từ","lắp ráp, xuất nhập khẩu, sản xuất, chế biến",8 - 17 triệu vnđ,8.0,17.0,vnd,12.5
content seo website,part-time,"nhân viên, chuyên viên",hà nội,dưới 1 năm,nội dung,marketing,4 - 6 triệu vnđ,4.0,6.0,vnd,5.0
nhân viên chăm sóc khách hàng vietjet air thuần cskh,full-time,"nhân viên, chuyên viên",hồ chí minh,không yêu cầu,"tổng đài viên, hàng không, sân bay, chăm sóc khách hàng","viễn thông, bán hàng, chăm sóc khách hàng, kinh doanh",8 - 9 triệu vnđ,8.0,9.0,vnd,8.5
senior fe developer,full-time,"nhân viên, chuyên viên",hà nội,trên 2 năm,"triển khai phần mềm, java, it support, frontend (html, css)","it phần cứng, it phần mềm",15 - 30 triệu vnđ,15.0,30.0,vnd,22.5
nhân viên khai báo hải quan,full-time,"nhân viên, chuyên viên",hồ chí minh,trên 1 năm,"xuất nhập khẩu, chứng từ",xuất nhập khẩu,8 - 12 triệu vnđ,8.0,12.0,vnd,10.0
chuyên viên digital marketing ngành f b,full-time,"nhân viên, chuyên viên",hồ chí minh,trên 1 năm,"truyền thông, báo chí, digital marketing","truyền thông, quảng cáo, pr, marketing",10 - 20 triệu vnđ,10.0,20.0,vnd,15.0
công ty elite media tuyển dụng quản lý dự án thực tập sinh video editor content creator chuyên viên content quản lý truyền thông sự kiện đối tác hợp tác part time full time 2024,full-time,"nhân viên, chuyên viên",hà nội,không yêu cầu,"truyền thông, báo chí, nội dung, tư vấn bán hàng","truyền thông, chăm sóc khách hàng, kinh doanh, marketing, quảng cáo, pr, bán hàng",10 - 15 triệu vnđ,10.0,15.0,vnd,12.5
chuyên viên digital marketing đi làm ngay,full-time,"nhân viên, chuyên viên",hồ chí minh,trên 2 năm,"nội dung, facebook ads, digital marketing",marketing,12 - 20 triệu vnđ,12.0,20.0,vnd,16.0
frontend developer,full-time,"nhân viên, chuyên viên",hà nội,không yêu cầu,"javascript, ui, frontend (html, css), ux","it phần mềm, thiết kế",8 - 15 triệu vnđ,8.0,15.0,vnd,11.5
nhân viên digital ads đi làm ngay,full-time,"nhân viên, chuyên viên",q bình thạnh,1 - 3 năm,"google ads(adwords), facebook ads, seo",marketing,10 - 13 triệu vnđ,10.0,13.0,vnd,11.5
junior m365 engineer,full-time,"nhân viên, chuyên viên",hồ chí minh,trên 1 năm,tự động hóa,"ô tô, cơ khí, tự động hóa",15 - 20 triệu vnđ,15.0,20.0,vnd,17.5
full stack web developer,full-time,"nhân viên, chuyên viên",thừa thiên huế,trên 1 năm,"php, full stack",it phần mềm,từ 12 triệu vnđ,12.0,0.0,vnd,6.0
sales engineer,full-time,"nhân viên, chuyên viên",hồ chí minh,không yêu cầu,"tư vấn bán hàng, kỹ sư bán hàng (sale engineer)","bán hàng, kinh doanh",10 - 20 triệu vnđ,10.0,20.0,vnd,15.0
chuyên viên chốt đơn qua điện thoại có sẵn data 100,full-time,"nhân viên, chuyên viên",hồ chí minh,không yêu cầu,"bán hàng qua điện thoại (telesale), tư vấn bán hàng","bán hàng, chăm sóc khách hàng, kinh doanh",10 - 20 triệu vnđ,10.0,20.0,vnd,15.0
bếp trưởng gogi house lào cai,full-time,"trưởng nhóm, trưởng phòng",tỉnh lào cai,1 - 2 năm,"bếp trưởng, giám sát dịch vụ","khách sạn, nhà hàng",7 - 10 triệu vnđ,7.0,10.0,vnd,8.5
back end developer,full-time,"nhân viên, chuyên viên",hồ chí minh,không yêu cầu,"java, python, nodejs, backend",it phần mềm,5 - 100 triệu vnđ,5.0,100.0,vnd,52.5
tổ trưởng it,full-time,"trưởng nhóm, trưởng phòng",hạ long,1 - 5 năm,"c#, an ninh mạng, .net, phần cứng máy tính, điện thoại","it phần cứng, it phần mềm",đến 20 triệu vnđ,0.0,20.0,vnd,10.0
presale mảng network system ảo hóa security,full-time,"nhân viên, chuyên viên",hà hội,trên 3 năm,"quản trị mạng, quản trị hệ thống, ccna, tư vấn bán hàng","it phần cứng, bán hàng, kinh doanh",25 - 50 triệu vnđ,25.0,50.0,vnd,37.5
activity intern,part-time,"mới tốt nghiệp, thực tập sinh",hồ chí minh,không yêu cầu,"truyền thông, báo chí, ngoại ngữ","truyền thông, quảng cáo, pr, đào tạo, giáo dục",2 - 3 triệu vnđ,2.0,3.0,vnd,2.5
oracle ebs developer,part-time,"nhân viên, chuyên viên",hồ chí minh,trên 2 năm,"triển khai phần mềm, oracle",it phần mềm,đến 45 triệu vnđ,0.0,45.0,vnd,22.5
nhân viên it phần cứng chuyên laptop,full-time,"nhân viên, chuyên viên",hồ chí minh,trên 1 năm,"phần cứng máy tính, it helpdesk, bảo trì sửa chữa, it support, điện thoại","điện, chăm sóc khách hàng, điện tử, it phần cứng, điện lạnh",từ 15 triệu vnđ,15.0,0.0,vnd,7.5
fresher junior process quality assurance,full-time,"nhân viên, chuyên viên",hồ chí minh,dưới 1 năm,"test, qa, qc), quản lý chất lượng (qa, quản lý dự án (it)","it phần mềm, lắp ráp, chế biến, sản xuất",9 - 17 triệu vnđ,9.0,17.0,vnd,13.0
nhân viên edit design,full-time,"nhân viên, chuyên viên",hồ chí minh,trên 2 năm,Unknown,Unknown,10 - 13 triệu vnđ,10.0,13.0,vnd,11.5
mechanical engineer,full-time,"nhân viên, chuyên viên",hồ chí minh,2 - 5 năm,cơ điện,"điện, điện tử, cơ khí, điện lạnh, ô tô, tự động hóa",12 - 12 triệu vnđ,12.0,12.0,vnd,12.0
nhân viên văn phòng detail,full-time,"nhân viên, chuyên viên",bình dương,không yêu cầu,Unknown,Unknown,8 - 15 triệu vnđ,8.0,15.0,vnd,11.5
front end developer,full-time,"nhân viên, chuyên viên",hồ chí minh,1 - 3 năm,"frontend (html, ux, css), ui","it phần mềm, thiết kế",15 - 30 triệu vnđ,15.0,30.0,vnd,22.5
qc qa engineer,full-time,"nhân viên, chuyên viên",hồ chí minh,trên 1 năm,"data analytics, test, qa, qc), java, quản lý chất lượng (qa","chế biến, sản xuất, xây dựng, lắp ráp, it phần mềm",8 - 12 triệu vnđ,8.0,12.0,vnd,10.0
video editor,full-time,"nhân viên, chuyên viên",hồ chí minh,trên 2 năm,"dựng phim, hiệu ứng video, adobe photoshop","truyền hình, thiết kế, báo chí",15 - 22 triệu vnđ,15.0,22.0,vnd,18.5
nhân viên kaizen tiếng nhật,full-time,"nhân viên, chuyên viên",đồng nai,1 - 5 năm,"quản lý chất lượng (qa, vận hành sản xuất, cơ khí, qc)","chế biến, sản xuất, biên phiên dịch, lắp ráp, cơ khí, ô tô, tự động hóa",12 - 14 triệu vnđ,12.0,14.0,vnd,13.0
mid ruby on rails developer,full-time,"nhân viên, chuyên viên",hồ chí minh,2 - 5 năm,"php, javascript, ruby, frontend (html, quản lý dự án (it), css)",it phần mềm,25 - 45 triệu vnđ,25.0,45.0,vnd,35.0
editor kiêm quản lý fanpage,full-time,"nhân viên, chuyên viên",hà nội,trên 0.5 năm,"quản lý dự án, nội dung","truyền hình, báo chí, marketing",10 - 20 triệu vnđ,10.0,20.0,vnd,15.0
nhân viên call center data hot lead thu nhập từ 15tr 25tr,full-time,"nhân viên, chuyên viên",quận 3,không yêu cầu,"bán hàng qua điện thoại (telesale), tư vấn bán hàng","bán hàng, kinh doanh",15 - 25 triệu vnđ,15.0,25.0,vnd,20.0
kỹ thuật khai thác khuôn mẫu pcc molding engineering tooling engineering,full-time,"nhân viên, chuyên viên",long an,trên 3 năm,"cơ khí, bảo trì sửa chữa","chế biến, sản xuất, điện, điện tử, lắp ráp, cơ khí, ô tô, điện lạnh, tự động hóa",13 - 18 triệu vnđ,13.0,18.0,vnd,15.5
nhân viên content seo website fanpage,full-time,"nhân viên, chuyên viên",hà nội,không yêu cầu,"nội dung, digital marketing, seo",marketing,8 - 12 triệu vnđ,8.0,12.0,vnd,10.0
giao dịch viên tài chính làm việc tại các cửa hàng pnj đồng nai,full-time,"nhân viên, chuyên viên",biên hòa,trên 1 năm,"quan hệ khách hàng, tư vấn bán hàng","ngân hàng, chăm sóc khách hàng, kinh doanh, tài chính, bán hàng",9 - 20 triệu vnđ,9.0,20.0,vnd,14.5
digital marketing,full-time,"nhân viên, chuyên viên",hồ chí minh,không yêu cầu,"truyền thông, báo chí, digital marketing, seo","truyền thông, quảng cáo, pr, marketing",15 - 25 triệu vnđ,15.0,25.0,vnd,20.0
senior net developer,full-time,"nhân viên, chuyên viên",hà nội,trên 4 năm,"c#, .net, backend",it phần mềm,16 - 23 triệu vnđ,16.0,23.0,vnd,19.5
nhân viên triển khai bản vẽ nội thất đi làm ngay,full-time,"nhân viên, chuyên viên",hồ chí minh,trên 2 năm,"thiết kế nội thất, thi công, kiến trúc","chế biến, sản xuất, nội thất, lắp ráp, kiến trúc",12 - 20 triệu vnđ,12.0,20.0,vnd,16.0
user acquisition,full-time,"nhân viên, chuyên viên",hồ chí minh,không yêu cầu,"truyền thông, báo chí, nghiên cứu thị trường, digital marketing","truyền thông, marketing, kinh doanh, quảng cáo, pr, bán hàng",5 - 100 triệu vnđ,5.0,100.0,vnd,52.5
nhân viên desgin kiêm digital marketing,full-time,"nhân viên, chuyên viên",hồ chí minh,dưới 1 năm,"thiết kế sản phẩm, digital marketing","thiết kế, marketing",8 - 10 triệu vnđ,8.0,10.0,vnd,9.0
việc làm it comtor tiếng nhật,full-time,"nhân viên, chuyên viên",hồ chí minh,không yêu cầu,"phiên dịch, biên, it support","it phần cứng, biên phiên dịch",từ 2 triệu vnđ,2.0,0.0,vnd,1.0
chuyên viên đào tạo triển khai phần mềm,full-time,"nhân viên, chuyên viên",hà nội,trên 1 năm,"đào tạo, triển khai phần mềm, tư vấn bán hàng","ngân hàng, chăm sóc khách hàng, kinh doanh, giáo dục, đào tạo, tài chính, bán hàng, it phần mềm",8 - 12 triệu vnđ,8.0,12.0,vnd,10.0
network security engineer,full-time,"nhân viên, chuyên viên",hà nội,1 - 2 năm,"quản trị mạng, an ninh mạng",it phần cứng,đến 40 triệu vnđ,0.0,40.0,vnd,20.0
nhân viên it nodejs,full-time,"nhân viên, chuyên viên",hà nội,trên 1 năm,Unknown,Unknown,15 - 30 triệu vnđ,15.0,30.0,vnd,22.5
system engineer trainee,part-time,"mới tốt nghiệp, thực tập sinh",hồ chí minh,không yêu cầu,"python, qc), quản lý chất lượng (qa, cloud (aws, azure), quản trị hệ thống, cơ khí","chế biến, sản xuất, lắp ráp, cơ khí, it phần cứng, it phần mềm, ô tô, tự động hóa",2 - 6 triệu vnđ,2.0,6.0,vnd,4.0
hy202 nhân viên it kcn thăng long li hưng yên,full-time,"nhân viên, chuyên viên",hưng yên,2 - 3 năm,"c#, sql, asp.net, .net",it phần mềm,12 - 18 triệu vnđ,12.0,18.0,vnd,15.0
it support helpdesk,full-time,"nhân viên, chuyên viên",hồ chí minh,trên 1 năm,"it helpdesk, it support","it phần cứng, it phần mềm",9 - 13 triệu vnđ,9.0,13.0,vnd,11.0
editor video part time,part-time,"nhân viên, chuyên viên",hà nội,dưới 1 năm,"dựng phim, hiệu ứng video, adobe photoshop","truyền hình, thiết kế, báo chí",4 - 6 triệu vnđ,4.0,6.0,vnd,5.0
frontend developer,full-time,"nhân viên, chuyên viên",hà nội,trên 1 năm,"javascript, ui, java, frontend (html, css), ux, backend","it phần mềm, thiết kế",đến 35 triệu vnđ,0.0,35.0,vnd,17.5
maintenance technician,full-time,"nhân viên, chuyên viên",đà nẵng,không yêu cầu,"cơ khí, điện lạnh, bảo trì sửa chữa, nhiệt lạnh","điện, điện tử, cơ khí, điện lạnh, ô tô, tự động hóa",từ 8 triệu vnđ,8.0,0.0,vnd,4.0
nhân viên kế hoạch khai thác operations center planner,full-time,"nhân viên, chuyên viên",vũng tàu,không yêu cầu,"giao nhận hàng, lập kế hoạch","kho vận, đấu thầu, xuất nhập khẩu, dự án",7 - 15 triệu vnđ,7.0,15.0,vnd,11.0
nhân viên digital marketing,full-time,"nhân viên, chuyên viên",hồ chí minh,không yêu cầu,"digital marketing, seo",marketing,11 - 15 triệu vnđ,11.0,15.0,vnd,13.0
senior ai machine learning engineer,full-time,"nhân viên, chuyên viên",hồ chí minh,trên 4 năm,Unknown,Unknown,52 - 62 triệu vnđ,52.0,62.0,vnd,57.0
digital marketing supervisor,full-time,"nhân viên, chuyên viên",hồ chí minh,không yêu cầu,"media planning, truyền thông, digital marketing, báo chí, seo","truyền thông, marketing, truyền hình, báo chí, quảng cáo, pr",18 - 25 triệu vnđ,18.0,25.0,vnd,21.5
nhân viên phục vụ bàn waiter waitress làm việc nước ngoài,full-time,"nhân viên, chuyên viên",nước ngoài,2 - 5 năm,"bàn, phục vụ bàn, phụ bếp","khách sạn, nhà hàng",20 - 80 triệu vnđ,20.0,80.0,vnd,50.0
data analyst,full-time,"nhân viên, chuyên viên",hà nội,trên 1 năm,"sql, oracle, data analytics, nghiên cứu thị trường","it phần mềm, bán hàng, chăm sóc khách hàng, kinh doanh",15 - 25 triệu vnđ,15.0,25.0,vnd,20.0
nhân viên kinh doanh phát triển thị trường kv đồng nai bình dương hồ chí minh,full-time,"nhân viên, chuyên viên",thủ đức,2 - 5 năm,"phát triển thị trường, tư vấn bán hàng","bán hàng, chăm sóc khách hàng, kinh doanh",9 - 11 triệu vnđ,9.0,11.0,vnd,10.0
video editor intern,part-time,"mới tốt nghiệp, thực tập sinh",hồ chí minh,dưới 1 năm,"dựng phim, hiệu ứng video, nội dung","truyền hình, báo chí, marketing",từ 3 triệu vnđ,3.0,0.0,vnd,1.5
nhân viên quay dựng video editor,full-time,"nhân viên, chuyên viên",hà nội,trên 2 năm,"dựng phim, hiệu ứng video","truyền hình, thiết kế, báo chí, marketing",13 - 15 triệu vnđ,13.0,15.0,vnd,14.0
nhân viên quay dựng edit clip,full-time,"nhân viên, chuyên viên",hồ chí minh,trên 0.5 năm,"dựng phim, hiệu ứng video, nội dung, digital marketing","truyền thông, marketing, truyền hình, báo chí, quảng cáo, pr",8 - 20 triệu vnđ,8.0,20.0,vnd,14.0
kỹ sư thiết bị equipment engineer,full-time,"nhân viên, chuyên viên",hà nam,1 - 2 năm,"vận hành sản xuất, bảo trì sửa chữa, tự động hóa","chế biến, điện, sản xuất, điện tử, lắp ráp, cơ khí, ô tô, điện lạnh, tự động hóa",9 - 15 triệu vnđ,9.0,15.0,vnd,12.0
marketing user acquisition intern,full-time,"mới tốt nghiệp, thực tập sinh",hà nội,không yêu cầu,Unknown,Unknown,5 - 6 triệu vnđ,5.0,6.0,vnd,5.5
lái xe container hạng fc,full-time,"nhân viên, chuyên viên",hải phòng,trên 0.5 năm,"lái xe, lái xe tải","kho vận, lao động phổ thông",8 - 9 triệu vnđ,8.0,9.0,vnd,8.5
nhân viên seo chăm sóc website sàn tmđt fanpage kinh doanh,full-time,"nhân viên, chuyên viên",hồ chí minh,dưới 1 năm,Unknown,Unknown,từ 6 triệu vnđ,6.0,0.0,vnd,3.0
nhân viên triển khai sản xuất 2d,full-time,"nhân viên, chuyên viên",hồ chí minh,1 - 3 năm,"thiết kế 3d, thiết kế nội thất, thiết kế 2d","xây dựng, thiết kế, nội thất, kiến trúc",9 - 15 triệu vnđ,9.0,15.0,vnd,12.0
it communicator,full-time,"nhân viên, chuyên viên",hồ chí minh,trên 3 năm,"phiên dịch, biên, ngoại ngữ","đào tạo, it phần mềm, giáo dục, biên phiên dịch",25 - 35 triệu vnđ,25.0,35.0,vnd,30.0
chuyên viên tư vấn khoá học mankai,full-time,"nhân viên, chuyên viên",hà nội,không yêu cầu,"tuyển sinh, tư vấn bán hàng","chăm sóc khách hàng, kinh doanh, đào tạo, bán hàng, giáo dục",8 - 20 triệu vnđ,8.0,20.0,vnd,14.0
chăm sóc khách hàng mạng di động itel,"full-time , part-time","nhân viên, chuyên viên",hà nội,không yêu cầu,"tổng đài viên, chăm sóc khách hàng","bán hàng, chăm sóc khách hàng, kinh doanh",7 - 9 triệu vnđ,7.0,9.0,vnd,8.0
nhân viên chốt đơn online chăm sóc khách hàng có sẵn data tiềm năng,full-time,"nhân viên, chuyên viên",hồ chí minh,dưới 5 năm,"tổng đài viên, bán hàng qua điện thoại (telesale), tư vấn bán hàng","bán hàng, chăm sóc khách hàng, kinh doanh",10 - 18 triệu vnđ,10.0,18.0,vnd,14.0
uiux designer trainee,full-time,"mới tốt nghiệp, thực tập sinh",hồ chí minh,không yêu cầu,"adobe illustrator, thiết kế sản phẩm, quản lý dự án (it), ui, ux","it phần mềm, thiết kế",5 - 7 triệu vnđ,5.0,7.0,vnd,6.0
giáo viên ai robotic mầm non,full-time,"nhân viên, chuyên viên",quận tân phú,trên 1 năm,"giáo dục mầm non, giảng viên","đào tạo, giáo dục",10 - 12 triệu vnđ,10.0,12.0,vnd,11.0
nhân viên content part time website cầu lông,part-time,"nhân viên, chuyên viên",hà nội,không yêu cầu,"nội dung, tư vấn bán hàng, seo","marketing, bán hàng, kinh doanh",2 - 4 triệu vnđ,2.0,4.0,vnd,3.0
chuyên viên digital marketing tối thiểu 2 năm,full-time,"nhân viên, chuyên viên",hồ chí minh,trên 2 năm,"truyền thông, báo chí, facebook ads, digital marketing","truyền thông, quảng cáo, pr, marketing",18 - 22 triệu vnđ,18.0,22.0,vnd,20.0
nhân viên seo website đi làm ngay,full-time,"nhân viên, chuyên viên",hồ chí minh,trên 1 năm,"social marketing, nội dung, seo",marketing,9 - 12 triệu vnđ,9.0,12.0,vnd,10.5
nhân viên triển khai bản vẽ,full-time,"nhân viên, chuyên viên",đà nẵng,dưới 1 năm,"thiết kế 2d, kiến trúc","xây dựng, thiết kế, nội thất, kiến trúc",7 - 20 triệu vnđ,7.0,20.0,vnd,13.5
quality assurance quality control intern,part-time,"mới tốt nghiệp, thực tập sinh",hồ chí minh,không yêu cầu,"qa, quản lý chất lượng (qa, test, qc)","it phần mềm, lắp ráp, chế biến, sản xuất",đến 3 triệu vnđ,0.0,3.0,vnd,1.5
nhân viên hỗ trợ thanh toán tại địa bàn tỉnh đồng nai,full-time,"nhân viên, chuyên viên",đồng nai,dưới 1 năm,"giao nhận hàng, quan hệ khách hàng, xử lý nợ","ngân hàng, lao động phổ thông, kinh doanh, tài chính, bán hàng",15 - 30 triệu vnđ,15.0,30.0,vnd,22.5
giám định container,full-time,"nhân viên, chuyên viên",đồng nai,trên 1 năm,Unknown,Unknown,7 - 13 triệu vnđ,7.0,13.0,vnd,10.0
triển khai 2d sản xuất triển khai kỹ thuật sản xuất,full-time,"nhân viên, chuyên viên",hồ chí minh,trên 2 năm,"giám sát sản xuất, thiết kế 2d","thiết kế, lắp ráp, sản xuất, chế biến",15 - 20 triệu vnđ,15.0,20.0,vnd,17.5
wordpress developer,full-time,"nhân viên, chuyên viên",hà nội,1 - 5 năm,"frontend (html, sql, php, css)","it phần mềm, thiết kế",10 - 12 triệu vnđ,10.0,12.0,vnd,11.0
thực tập sinh digital marketing,full-time,"mới tốt nghiệp, thực tập sinh",hà nội,không yêu cầu,"truyền thông, báo chí, digital marketing","truyền thông, quảng cáo, pr, marketing",2 - 3 triệu vnđ,2.0,3.0,vnd,2.5
nhân viên it helpdesk,full-time,"nhân viên, chuyên viên",hồ chí minh,trên 2 năm,"it helpdesk, it support","it phần cứng, chăm sóc khách hàng",13 - 15 triệu vnđ,13.0,15.0,vnd,14.0
nhân viên it phần mềm,full-time,"nhân viên, chuyên viên",đồng nai,trên 1 năm,Unknown,Unknown,8 - 11 triệu vnđ,8.0,11.0,vnd,9.5
f b admin trainee,full-time,"nhân viên, chuyên viên",hà nội,không yêu cầu,Unknown,Unknown,từ 1 triệu vnđ,1.0,0.0,vnd,0.5
content writer,full-time,"nhân viên, chuyên viên",hà nội,trên 1 năm,"truyền thông, digital marketing, nội dung, báo chí, seo","truyền thông, quảng cáo, pr, marketing",10 - 12 triệu vnđ,10.0,12.0,vnd,11.0
leader it,full-time,"trưởng nhóm, trưởng phòng",kcx sai gon linh trung 1,5 - 10 năm,"vận hành sản xuất, quản lý điều hành, it support","chế biến, sản xuất, quản lý, lắp ráp, it phần mềm",12 - 18 triệu vnđ,12.0,18.0,vnd,15.0
thực tập sinh digital marketing,part-time,"nhân viên, chuyên viên",hồ chí minh,không yêu cầu,"truyền thông, báo chí, digital marketing","truyền thông, quảng cáo, pr, marketing",từ 2 triệu vnđ,2.0,0.0,vnd,1.0
trainer dược mỹ phẩm cao cấp,full-time,"nhân viên, chuyên viên",hà nội,trên 1 năm,"mỹ phẩm, dược phẩm","mỹ phẩm, dược phẩm",từ 20 triệu vnđ,20.0,0.0,vnd,10.0
